Headline,Summary,Link,Date
SEE Launches Compostable Protein Packaging Tray at IPPE 2024 ,"Global packaging solutions provider SEE has launched the first compostable food tray proven for food processing. Developed as a replacement for EPS foam, the CRYOVAC® brand compostable overwrap tray marks a significant shift toward sustainability for the industry.",https://www.csrwire.com/press_releases/793996-see-launches-compostable-protein-packaging-tray-ippe-2024,02-01-24
AB: The Unintended Exposure to Risks of Modern Slavery,Did you know that a typical day at work could bring unintended exposure to risks of Modern Slavery?,https://www.csrwire.com/press_releases/793991-ab-unintended-exposure-risks-modern-slavery,02-01-24
"Tapestry, Inc. Advances Corporate Responsibility Strategy To Drive Even Greater Impact Across Environmental, Social Impact and Diversity Commitments","Tapestry, Inc. (NYSE: TPR), a house of iconic accessories and lifestyle brands consisting of Coach, Kate Spade, and Stuart Weitzman, today released its Fiscal Year (FY) 2023 Corporate Responsibility (CR) report, outlining the company’s progress and efforts towards key environment",https://www.csrwire.com/press_releases/794006-tapestry-inc-advances-corporate-responsibility-strategy-drive-even-greater,02-01-24
KeyBank and The Hometown Foundation in Connecticut Join Forces To Sponsor New Hamden Police K-9 Officer Jet,"KeyBank’s Hamden, Connecticut branch recently had a very special guest visit its lobby. On December 16th, branch manager Alana Dina and her staff hosted a community Meet & Greet to introduce the public to Hamden Police Department’s newest K-9 patrol dog, Jet.",https://www.csrwire.com/press_releases/793986-keybank-and-hometown-foundation-connecticut-join-forces-sponsor-new-hamden,02-01-24
Recapping the 2023 Nevada Youth Homelessness Summit Hosted by Nevada Partnership for Homeless Youth and Sands,"On November 8, Nevada Partnership for Homeless Youth (NPHY) and Sands co-presented the 2023 Nevada Youth Homelessness Summit at The Smith Center for Performing Arts, with support from the UNLV Greenspun College of Urban Affairs and the Las Vegas Review-Journal.",https://www.csrwire.com/press_releases/793981-recapping-2023-nevada-youth-homelessness-summit-hosted-nevada-partnership,02-01-24
Sustainability in Sport Will Take Sacrifices,"IOC Athletes’ Commission member Oluseyi “Seyi” Smith, who competed in both summer and winter editions of the Olympic Games, explains how technology, travel and climate change affect bobsleigh, and how the wider sporting sector can become more sustainable.",https://www.csrwire.com/press_releases/793976-sustainability-sport-will-take-sacrifices,02-01-24
Northwestern Mutual Dedicates $3 Million To Help Residents in Milwaukee’s Underserved Communities Achieve Homeowner Status,"Despite gains in education and earnings, the racial wealth gap remains a deep issue in America. According to the Federal Reserve Board, Black Americans' net worth is 70% below that of non-Black households.",https://www.csrwire.com/press_releases/793971-northwestern-mutual-dedicates-3-million-help-residents-milwaukees-underserved,02-01-24
CES & HARMAN EXPLORE 2024: HARMAN Raises the Bar on Consumer Experiences in Las Vegas,"This January, HARMAN returned to Las Vegas to unveil our latest products and technologies designed to enable more connected and personalized experiences in two expansive showcases at CES and HARMAN EXPLORE.",https://www.csrwire.com/press_releases/793966-ces-harman-explore-2024-harman-raises-bar-consumer-experiences-las-vegas,02-01-24
Why Great Chemistry Is Key to a More Sustainable Future,"People often don’t associate chemistry companies with sustainability, clean tech, or decarbonization. However, upon closer examination, the technologies propelling us toward a net-zero economy are fundamentally rooted in chemistry.",https://www.csrwire.com/press_releases/793961-why-great-chemistry-key-more-sustainable-future,02-01-24
Utility Boardroom Benefits of Advanced Wireless Networks,"As boardroom executives focus on their energy transition, it is essential that their private network be part of the strategy. A utility’s ability to integrate renewables and distributed energy resources (DERs) at scale is directly dependent upon its communication network.",https://www.csrwire.com/press_releases/793956-utility-boardroom-benefits-advanced-wireless-networks,02-01-24
Meet James Jackson - ekō Solutions’ Boutique Retreat Portfolio Manager,"Meet James Jackson, ekō Solutions’ Boutique Retreat Portfolio Manager. He manages ekō’s vacation rental communities which are “double-recycled” shipping containers. These sleek and modern rentals are the best of both worlds – convenience meets a “get away from it all vacation.”",https://www.csrwire.com/press_releases/793951-meet-james-jackson-eko-solutions-boutique-retreat-portfolio-manager,02-01-24
"#AViewFrom Henkel North America: Cleveland, OH","Automobiles, satellites, and home appliances are more reliable, durable, and visually appealing because of the adhesives made at Henkel’s Cleveland, Ohio facility. ",https://www.csrwire.com/press_releases/793946-aviewfrom-henkel-north-america-cleveland-oh,02-01-24
How To Navigate Social Responsibility Commitments & Communicate Impact in 2024,"As 2024 unfolds, it is clear that brands will continue to navigate a world in which their actions, statements, and policies are scrutinized not only for their economic impact but also for their social impact.",https://www.csrwire.com/press_releases/793926-how-navigate-social-responsibility-commitments-communicate-impact-2024,02-01-24
Disney UNCF Corporate Scholars Named for 2024 Cohort,"Today, The Walt Disney Company and UNCF (United Negro College Fund) announced the 2024 Disney UNCF Corporate Scholars, representing high-achieving students from four-year institutions across the country, including many historically Black colleges and universities (HBCUs).",https://www.csrwire.com/press_releases/793921-disney-uncf-corporate-scholars-named-2024-cohort,01-31-24
"Atlantic City Electric and Sustainable Jersey Award 10 South Jersey Communities $50,000 To Support Open Space and Resiliency Projects","To help support the development of environmental, open space and resiliency projects across South Jersey communities, Atlantic City Electric and Sustainable Jersey announced the 10 recipients of the 2023 Sustainable Communities Grants Program.",https://www.csrwire.com/press_releases/793916-atlantic-city-electric-and-sustainable-jersey-award-10-south-jersey,01-31-24
Cisco’s Sustainability 101: What Are Smart Grids?,Do you feel a bit lost when people refer to certain environmental sustainability topics and aren’t sure where to start when it comes to learning more?,https://www.csrwire.com/press_releases/793911-ciscos-sustainability-101-what-are-smart-grids,01-31-24
Griffith Food Partners With the University of Antwerp To Discuss Food Management Topics,We were delighted to host a group of students from the Master's program in Industrial Engineering Biochemistry from the University of Antwerp here at Griffith Foods in Herentals!,https://www.csrwire.com/press_releases/793906-griffith-food-partners-university-antwerp-discuss-food-management-topics,01-31-24
From the Margins: Gilead’s Book Uniquely Captures What It’s Like To Be Marginalized by Disease,"The personal journeys of six people in the United Kingdom living with HIV, hepatitis C and cancer – and the challenges they face due to stigma and health inequities – come together in the form of a new, intentionally difficult-to-read book from Gilead.",https://www.csrwire.com/press_releases/793901-margins-gileads-book-uniquely-captures-what-its-be-marginalized-disease,01-31-24
Celebrating Inclusivity and Empowerment: Highlights From Our EMEA Team,"At Crown, our commitment to diversity and inclusion is a fundamental part of our identity and knows no limits.",https://www.csrwire.com/press_releases/793896-celebrating-inclusivity-and-empowerment-highlights-our-emea-team,01-31-24
Looking Back at 2023 and Dreaming of 2024 With Gen,"Looking back at 2023, ""Powering Digital Freedom"" resonates as more than just an idea — it's been our driving motivation for all the work we did and continue to do. ",https://www.csrwire.com/press_releases/793891-looking-back-2023-and-dreaming-2024-gen,01-31-24
Logitech First To Transition Video Collaboration Portfolio to Recycled Plastic and Next Life Materials,"Today, Logitech (SIX: LOGN) (NASDAQ: LOGI) announced that all video collaboration devices that run on the CollabOS operating system will now be manufactured with next-life plastics, helping enterprise customers support their sustainability objectives.",https://www.csrwire.com/press_releases/793886-logitech-first-transition-video-collaboration-portfolio-recycled-plastic-and,01-31-24
Future-Proofing Supply Chains: Why Companies are Turning to Contract Logistics Providers,"Organizations in North America have had to navigate a range of challenges, from global pandemics to political instability, labor disruptions, and rising labor costs, all while contending with the emergence of new technologies like automation and artificial intelligence (AI). ",https://www.csrwire.com/press_releases/793881-future-proofing-supply-chains-why-companies-are-turning-contract-logistics,01-31-24
"Akron Children’s Foundation Receives $750,000 Grant From KeyBank To Support Hospital’s Workforce Development Program","KeyBank and the KeyBank Foundation announced an investment of $750,000 in the Akron Children’s Foundation, aimed at supporting its Career Launch Program. ",https://www.csrwire.com/press_releases/793876-akron-childrens-foundation-receives-750000-grant-keybank-support-hospitals,01-31-24
"Duke Energy Carolinas Receives Approval for New Rates in North Carolina, Implements New Programs To Help Customers",Duke Energy Carolinas will implement new rates for North Carolina customers on Jan. 15 as approved by the North Carolina Utilities Commission (NCUC).,https://www.csrwire.com/press_releases/793871-duke-energy-carolinas-receives-approval-new-rates-north-carolina-implements,01-31-24
Maximus Takes A Personalized Approach To Helping Individuals End the Cycle of Homelessness,"Accounting for a quarter of Georgia’s unhoused population, the Atlanta metro community has more than 2,600 men, women, and children experiencing homelessness.",https://www.csrwire.com/press_releases/793866-maximus-takes-personalized-approach-helping-individuals-end-cycle,01-31-24
HARMAN Named a “Leader” in 2023 Zinnov Zones Ratings of Global ER&D Service Providers,"HARMAN’s Digital Transformation Solutions strategic business unit has, once again, been rated as a “Leader” in the Zinnov Zones for ER&D services ratings. This is the eighth consecutive year that HARMAN has been recognized in the Zinnov Zones for Digital Engineering and ER&D.",https://www.csrwire.com/press_releases/793861-harman-named-leader-2023-zinnov-zones-ratings-global-erd-service-providers,01-31-24
Bloomberg Expands Historically Black College and University (HBCU) Trading Challenge in Its Second Year,Bloomberg for Education and Bloomberg Human Resources have expanded the reach of this year’s Bloomberg and Historically Black Colleges and Universities Trading Challenge to new universities.,https://www.csrwire.com/press_releases/793856-bloomberg-expands-historically-black-college-and-university-hbcu-trading,01-31-24
 Black & Veatch’s IgniteX Carbon Dioxide Removal Accelerator Accepting Applications from Innovators,"At a time when nearly 200 countries recently pledged to ratchet up climate action before the end of this decade, global decarbonization solutions leader Black & Veatch is seeking applications to join its innovation-focused program to advance technologies that mitigate CO2.",https://www.csrwire.com/press_releases/793851-black-veatchs-ignitex-carbon-dioxide-removal-accelerator-accepting,01-31-24
Setting Reasonable and Attainable Goals: Meet Matt Sheikh,"I've been with GoDaddy for almost six years, and I'm currently an Account Manager Lead. In this role, I assist clients with their Marketing Services Premium package. The goal of the role is to have someone who is versed in marketing and our tools.",https://www.csrwire.com/press_releases/793846-setting-reasonable-and-attainable-goals-meet-matt-sheikh,01-31-24
The Home Depot Foundation Partners With Tunnel to Towers for U.S. Army Veteran’s New Chapter in Accessible Smart Living,"In early 2016, a couple of months into her deployment in Bagram, Afghanistan, U.S. Army Specialist (SPC) Maggie Bilyeu was critically injured. She sustained multiple shrapnel wounds to her chest and torso, a broken leg and numerous internal injuries as a result of a bombing.",https://www.csrwire.com/press_releases/793841-home-depot-foundation-partners-tunnel-towers-us-army-veterans-new-chapter,01-31-24
Sustainability Professionals in Asia Seek To Bolster Sustainability Teams With Specialised Skillsets,​A total of 49 per cent of respondents from Asia who took part in The 2023/24 Sustainability Census expressed a desire to acquire specialised skills as the sustainability domain continues its rapid growth.,https://www.csrwire.com/press_releases/793836-sustainability-professionals-asia-seek-bolster-sustainability-teams,01-31-24
How The Clorox Company Drives Innovative Experiences,"We enhance consumer satisfaction by delivering purpose-driven and personalized brands, creating more engaging innovation platforms and providing improved shopping experiences.",https://www.csrwire.com/press_releases/793831-how-clorox-company-drives-innovative-experiences,01-31-24
Ending Gender-Based Violence: ‘We Need Everyone at the Table’,"Late November to mid-December marks an important annual period to renew commitments to end gender-based violence, a collective issue that the YWCA Edmonton wants people to know will take more than just awareness to build equity for affected women and girls.",https://www.csrwire.com/press_releases/793826-ending-gender-based-violence-we-need-everyone-table,01-31-24
Helping To Keep Personal Data Safe In 2024,Everything we do online generates data. Gen empowers people to take control of their digital lives and offers tips on what to expect from businesses that have your personal information.,https://www.csrwire.com/press_releases/793821-helping-keep-personal-data-safe-2024,01-31-24
Lenovo Awarded Gold in the Best Corporate Governance and ESG Awards 2023 by HKICPA,Lenovo Group Limited (HKSE: 992) (ADR: LNVGY) has been honored with a Gold Award in the annual Best Corporate Governance and ESG Awards by the Hong Kong Institute of Certified Public Accountants (HKICPA).,https://www.csrwire.com/press_releases/793816-lenovo-awarded-gold-best-corporate-governance-and-esg-awards-2023-hkicpa,01-31-24
CNH’s Design Center Wins Four Good Design Awards,Product designs from CNH’s global agriculture brands Case IH and New Holland have been honored with four Good Design Awards.,https://www.csrwire.com/press_releases/793811-cnhs-design-center-wins-four-good-design-awards,01-31-24
Mondelēz 2022 Snacking Made Right Report: Community Impact & Employee Volunteering,"Through our Mondelēz International Changemakers program, our people give their time, talents, and treasure to help make a positive impact on their communities aligned with our Snacking Made Right priorities. ",https://www.csrwire.com/press_releases/793806-mondelez-2022-snacking-made-right-report-community-impact-employee,01-31-24
"IWBI Launches WELL for Residential Program With 25 Pilot Participants and Nearly 30,000 Enrolled Homes","The International WELL Building Institute (IWBI) today announced its new WELL for residential program, launching with 25 global pilot participants that have enrolled nearly 30,000 homes and residences.",https://www.csrwire.com/press_releases/793801-iwbi-launches-well-residential-program-25-pilot-participants-and-nearly-30000,01-31-24
Vanguard Renewables Welcomes Foremost Farms USA to the Farm Powered Strategic Alliance,"Vanguard Renewables®, a national leader in organics-to-renewable energy production, is excited to announce the addition of Foremost Farms USA®, one of the largest dairy cooperatives in the United States, to the Farm Powered Strategic Alliance (FPSA).",https://www.csrwire.com/press_releases/793791-vanguard-renewables-welcomes-foremost-farms-usa-farm-powered-strategic,01-30-24
KOCH INVESTS: Building an Energy-Efficient Recycling Steel Rebar Mill,"recently participated in a $700 million debt and equity financing round for Hybar, a newly formed company that plans to build, start up and operate a technologically advanced and energy-efficient scrap metal recycling steel rebar mill in Arkansas.",https://www.csrwire.com/press_releases/793786-koch-invests-building-energy-efficient-recycling-steel-rebar-mill,01-30-24
The Wall Street Journal Names Merck Among Top 10 Best-Managed Companies,Our company has been recognized for our leadership and strong performance powering the work we do for patients and everyone who depends on us. ,https://www.csrwire.com/press_releases/793781-wall-street-journal-names-merck-among-top-10-best-managed-companies,01-30-24
Olympic Solidarity Scholarship-Holders Welcomed to Olympic House Ahead of Paris 2024,"Twelve athletes from seven African countries, all recipients of Olympic Solidarity Scholarships for Paris 2024, were welcomed at Olympic House and the Olympic Museum during a two-day visit to Lausanne. ",https://www.csrwire.com/press_releases/793776-olympic-solidarity-scholarship-holders-welcomed-olympic-house-ahead-paris,01-30-24
"KeyBank Invests $150,000 in Center for the Homeless To Support New Next Program","KeyBank and the KeyBank Foundation announced an investment of $150,000 in South Bend’s Center for the Homeless, aimed at bolstering its brand new NEXT (Neighbors Excelling as Tenants) Program.",https://www.csrwire.com/press_releases/793771-keybank-invests-150000-center-homeless-support-new-next-program,01-30-24
"The 2023 Sands Cares Global Hygiene Kit Build Produces 57,000 Kits for Clean the World and People in Need","Sands Team Members around the world collectively assembled 57,000 hygiene kits from October through December as part of the 2023 Sands Cares Global Hygiene Kit Build.",https://www.csrwire.com/press_releases/793766-2023-sands-cares-global-hygiene-kit-build-produces-57000-kits-clean-world-and,01-30-24
Executive Predictions 2024: ESG Comes into Focus,Here are some predictions from Keysight executives on how the technology world will consider ESG in 2024.,https://www.csrwire.com/press_releases/793761-executive-predictions-2024-esg-comes-focus,01-30-24
World Economic Forum Showcases IBM SkillsBuild as a “Skills-First Lighthouse”,"At its recent annual meeting in Davos-Klosters, Switzerland, The World Economic Forum (WEF) cited IBM SkillsBuild as one in a select group of “Skills-First Lighthouses.”",https://www.csrwire.com/press_releases/793756-world-economic-forum-showcases-ibm-skillsbuild-skills-first-lighthouse,01-30-24
Gurneys With Built-In Scales Take Guesswork out of Emergency Medical Care,"While attending the University of Nebraska-Lincoln as an engineering student, Tristen Hazlett had a conversation with his brother that would change the trajectory of Hazlett’s life.",https://www.csrwire.com/press_releases/793751-gurneys-built-scales-take-guesswork-out-emergency-medical-care,01-30-24
Northwestern Mutual Receives Ninth Consecutive Score of 100% on Human Rights Campaign's Corporate Equality Index,Northwestern Mutual announced that the company earned a 100% for the ninth consecutive year in the Human Rights Campaign Foundation's Corporate Equality Index – a national benchmarking survey that assesses corporate policies and practices related to LGBTQ+ workplace equality.,https://www.csrwire.com/press_releases/793746-northwestern-mutual-receives-ninth-consecutive-score-100-human-rights,01-30-24
Exploring Assurance in ESG Reporting,"Brandon B. Buhler, SVP and chief accounting officer at Playa Hotels & Resorts, and Melanie Glover, partner in PwC’s ESG Trust Solutions practice, join co-host Steve Soter to discuss assurance and integrated reporting. ",https://www.csrwire.com/press_releases/793741-exploring-assurance-esg-reporting,01-30-24
Draftkings S.E.R.V.E.S Plants Over 1 Million Trees As a Part of Multi-Year Commitment With Arbor Day Foundation ,"As part of our ongoing initiative to give back to the communities where we live and work, DraftKings S.E.R.V.E.S (Service, Equity, Responsibility, Vitality, Environment, Sports) is proud to share the recent success of our employee volunteer tree planting projects.",https://www.csrwire.com/press_releases/793736-draftkings-serves-plants-over-1-million-trees-part-multi-year-commitment,01-30-24
Fitbit and Quest Diagnostics Collaborate To Advance Research on the Use of Wearable Devices To Improve Metabolic Health,"Fitbit and Quest Diagnostics (NYSE: DGX), the world's leading provider of diagnostic information services, recently announced a collaboration to study the potential of wearable devices to improve metabolic health, which influences risk of developing several diseases.",https://www.csrwire.com/press_releases/793731-fitbit-and-quest-diagnostics-collaborate-advance-research-use-wearable,01-30-24
Southern Company Again Earns Top Score in Human Rights Campaign Foundation’s 2023–2024 Corporate Equality Index,Southern Company announces its annual rating on the Human Rights Campaign Foundation’s assessment of LGBTQ+ workplace equality.,https://www.csrwire.com/press_releases/793726-southern-company-again-earns-top-score-human-rights-campaign-foundations-2023,01-30-24
American Airlines and West Los Angeles College Join Forces To Train Future Aviation Maintenance Professionals,Students in West Los Angeles College’s aviation maintenance technician program have new tools in their toolboxes — more than 450 to be exact. ,https://www.csrwire.com/press_releases/793721-american-airlines-and-west-los-angeles-college-join-forces-train-future,01-30-24
The Road to Recycling: Carton Council Origin Story – Part 1: The Journey,"From authenticity to strategy, they explore how competitors united to drive carton recycling nationwide. Gain insights, tackle shared challenges, and discover the collaborative power behind Carton Council's success.",https://www.csrwire.com/press_releases/793716-road-recycling-carton-council-origin-story-part-1-journey,01-30-24
"T-Mobile Strengthens Hawaii and Washington Nonprofit Organizations With $50,000 in Donations"," T-Mobile (NASDAQ: TMUS) today announced a donation totaling $50,000 to two Hawaii and three Washington nonprofit organizations that are making a difference in their communities. ",https://www.csrwire.com/press_releases/793711-t-mobile-strengthens-hawaii-and-washington-nonprofit-organizations-50000,01-30-24
Crown Holdings Aligns as an Inaugural Taskforce on Nature-Related Financial Disclosures (TNFD) Early Adopter,"In advance of the World Economic Forum in Davos, Switzerland, we confirm our position as an inaugural Taskforce on Nature-related Financial Disclosures (TNFD) Early Adopter and our intent to publish disclosures aligned with the TNFD for our financial year 2025.",https://www.csrwire.com/press_releases/793701-crown-holdings-aligns-inaugural-taskforce-nature-related-financial,01-29-24
100 Years of the Olympic Winter Games: Celebrating Mountain Magic While Looking to the Future,"The Olympic Winter Games are turning 100 years tomorrow, marking a revolutionary century of mountain sports driven by technological leaps and social progress. As we celebrate 100 years of sport on snow and ice, we look ahead to see how the Games can adapt to the challenges ahead.",https://www.csrwire.com/press_releases/793696-100-years-olympic-winter-games-celebrating-mountain-magic-while-looking,01-29-24
KeyBank Invests More than $1.1 million to Support Several Non-Profit Organizations in the Capital Region,"In 2023, the KeyBank Foundation invested a total of $1,120,000 in several non-profit organizations in the Capital Region to support workforce development and community initiatives. These grants are part of KeyBank’s commitment to invest $40 billion in the communities it serves.",https://www.csrwire.com/press_releases/793691-keybank-invests-more-11-million-support-several-non-profit-organizations,01-29-24
JBL Launches NIL & Student Influencer Program - JBL Campus - to Empower Eardividuals Across College Campuses,"JBL Campus has partnered with 25 dynamic student athletes and 55 lifestyle influencers across 45 U.S. college campuses who redefine their craft by celebrating the vibrant blend of passion and individuality - “eardividuals,” students that go beyond the ordinary.",https://www.csrwire.com/press_releases/793686-jbl-launches-nil-student-influencer-program-jbl-campus-empower-eardividuals,01-29-24
A Service Dog Prepares To Retire,"Organizations like PNC help by sponsoring dogs, making it possible for more veterans to receive the life-altering support of a service dog. PNC has also been part of the family-friendly Community Mutt Strut fundraiser since its inception in 2016. ",https://www.csrwire.com/press_releases/793681-service-dog-prepares-retire,01-29-24
AB: Climate Change May Increase the Risk of Modern Slavery,"During National Slavery and Human Trafficking Prevention Month, AB’s Director of Social Research & Engagement, Saskia Kort-Chick reflects on how climate change may increase the risk of modern slavery, which can have material implications for investors. ",https://www.csrwire.com/press_releases/793676-ab-climate-change-may-increase-risk-modern-slavery,01-29-24
Changing Lives in a Big Way,A Regions associate wanted to make an impact in his community by being a youth mentor. Little did he know the impact that brotherly connection would make on him as well.,https://www.csrwire.com/press_releases/793671-changing-lives-big-way,01-29-24
Finding My Light in the Darkness of Cancer,"For those of you who have heard the words “you have cancer” or been there with a loved one who has heard them, my heart goes out to you. Because I know. I know the fear, confusion, anger and, of course, uncertainty. After additional testing, my doctor confirmed it was cancer.",https://www.csrwire.com/press_releases/793666-finding-my-light-darkness-cancer,01-29-24
Building a New Life: From RAF Medical Discharge to a Thriving Career at Leidos,"The combination of her academic qualifications, on top of a decade plus worth of military service, made Newby an ideal candidate to join Leidos as a project security officer in July 2023. But what stood out to Newby was how much Leidos presented the perfect fit for her in turn.",https://www.csrwire.com/press_releases/793661-building-new-life-raf-medical-discharge-thriving-career-leidos,01-29-24
Principal® Charity Classic Renews Investment in the Legacy Project,"The Principal® Charity Classic with support from Sammons Financial Group will work with the Greater Des Moines Partnership to evolve the Legacy Project, into a community-driven, work-based learning program (Program) to prepare youth for future employment.",https://www.csrwire.com/press_releases/793656-principalr-charity-classic-renews-investment-legacy-project,01-29-24
How Indigenous Perspectives Can Guide Climate Innovation for a Just Transition: IBM Teams Up With Net Zero Atlantic in Canada,"To support a just transition, IBM® joined forces with nonprofit Net Zero Atlantic through the IBM Sustainability Accelerator to help enable informed climate decision-making and empower participation in the clean energy transition for Indigenous communities in Atlantic Canada.",https://www.csrwire.com/press_releases/793651-how-indigenous-perspectives-can-guide-climate-innovation-just-transition-ibm,01-29-24
Unexpected Inspiration for More Sustainable Drug Development at Merck,"Inspiration for a greener world can come from unexpected places. For Merck scientist, François Lévesque, it came from the pet store. This is the amazing story of how creativity and Green Chemistry made drug development more sustainable.",https://www.csrwire.com/press_releases/793646-unexpected-inspiration-more-sustainable-drug-development-merck,01-29-24
NRG People Power: Get to Know Jamie Guinn,"Happy New Year! We’re back with another NRG People Power blog, and we’re pleased to introduce you to more of the people behind our products and services. In this edition, we’re excited for you to get to know our Managing Director of Integrated Channels, Jamie Guinn.",https://www.csrwire.com/press_releases/793641-nrg-people-power-get-know-jamie-guinn,01-29-24
"Northwestern Mutual Donates $500,000 to Childhood Cancer Survivors and Siblings To Help Fund Higher Education","Northwestern Mutual, through its Foundation, announced its continued commitment to helping alleviate the financial cost of college for families affected by childhood cancer through $500,000 in combined scholarships to 50 childhood cancer survivors and childhood cancer siblings.",https://www.csrwire.com/press_releases/793636-northwestern-mutual-donates-500000-childhood-cancer-survivors-and-siblings,01-29-24
‘A Futuristic Take on Farming’: CNH’s CR11 Combine Features in Auto & Design Magazine,"The new CR11 combine harvester, product of CNH brand New Holland, was recently featured in the famed Auto & Design magazine for its new design language introduced by the company and David Wilkie, Head of Design at CNH. ",https://www.csrwire.com/press_releases/793631-futuristic-take-farming-cnhs-cr11-combine-features-auto-design-magazine,01-29-24
Corporate Granting Surges Across Benevity’s Growing Client Community,"Corporate granting surges across Benevity’s growing client community. The Benevity platform saw 38% year-over-year growth in grants processed. Read the full press release.
",https://www.csrwire.com/press_releases/793151-corporate-granting-surges-across-benevitys-growing-client-community,01-29-24
Our Planet Can’t Wait. The World Needs F-Gases.,"F-gases sit at the intersection of performance and sustainability, which is why the world needs F-gases now more than ever.",https://www.csrwire.com/press_releases/793621-our-planet-cant-wait-world-needs-f-gases,01-26-24
"Area Nonprofits Receive $20,000 While Honoring Atlantic City Electric Employees’ Outstanding Volunteer Efforts",Several Atlantic City Electric employees have been recognized with the company's highest achievement for volunteerism and community involvement.,https://www.csrwire.com/press_releases/793616-area-nonprofits-receive-20000-while-honoring-atlantic-city-electric-employees,01-26-24
Griffith Foods India and Bangalore Food Bank Partner To Create and Distribute Food to Those in Need,"Recently, Griffith Foods India partnered with Bangalore Food Bank to create and distribute food to those in need. Our culinary team made sandwiches, sweet treats and other goodies and packed them in boxes to serve children from low-income communities.",https://www.csrwire.com/press_releases/793611-griffith-foods-india-and-bangalore-food-bank-partner-create-and-distribute,01-26-24
Kimberly-Clark Malaysia Wins Two Awards From HR Asia,"HR Asia selected us as one of the ‘Best Companies to Work for in Asia - Malaysia’ for the 7th time, and we won the Diversity, Equity & Inclusion Award. Creating a diverse and inclusive workplace is essential to our success.",https://www.csrwire.com/press_releases/793606-kimberly-clark-malaysia-wins-two-awards-hr-asia,01-26-24
"Schneider Electric Increases Support for Host in Ireland’s “Orchards in the Community” Initiative, Planting 2,500 Trees Across Ireland","Schneider Electric™, the leader in digital transformation of energy management and automation, has announced its participation in the DCs for Bees initiative, in association with Host In Ireland, for the third successive year.",https://www.csrwire.com/press_releases/793601-schneider-electric-increases-support-host-irelands-orchards-community,01-26-24
"Listen: How Koch Is Removing Barriers for Talented, yet Overlooked People To Further Their Careers",Listen to Derly's story above and hear the details about how the Koch Accounting Apprenticeship Program helped remove barriers and provide an opportunity to find and develop his talents and skills.,https://www.csrwire.com/press_releases/793596-listen-how-koch-removing-barriers-talented-yet-overlooked-people-further,01-26-24
DP World Welcomes First LNG-Powered Container Vessel at Brazil’s Port of Santos,"In a significant step towards sustainable maritime operations, DP World welcomed the CMA CGM BAHIA, a container vessel powered liquefied natural gas (LNG), into the Port of Santos, Brazil, on January 22, 2024. ",https://www.csrwire.com/press_releases/793591-dp-world-welcomes-first-lng-powered-container-vessel-brazils-port-santos,01-26-24
"Avesta Housing Receives $400,000 Grant Commitment From KeyBank Foundation","Avesta Housing has received a four-year, $400,000 grant commitment from KeyBank Foundation to enhance services provided to residents in Avesta’s affordable housing properties.",https://www.csrwire.com/press_releases/793586-avesta-housing-receives-400000-grant-commitment-keybank-foundation,01-26-24
The Chemical Industry: What Investments Need To Be Made To Get to Net Zero? | LyondellBasell,The chemical industry cannot change its image without a deliberate and significant sustainability transformation. This agenda must be both broad and deep.,https://www.csrwire.com/press_releases/793581-chemical-industry-what-investments-need-be-made-get-net-zero-lyondellbasell,01-26-24
Nickelodeon Animation Community Efforts (NiCE) Programming Highlights,"Nickelodeon Animation Community Efforts (NiCE) team engages in a wide variety of projects focused on promoting Arts Education Advocacy and civic engagement such as mentorship programs, classroom visits from artists and writers, equipment donation, and general volunteerism. ",https://www.csrwire.com/press_releases/793576-nickelodeon-animation-community-efforts-nice-programming-highlights,01-26-24
Waste Not: Henkel North America Operations Sites Embrace Zero Production Waste to Landfill Initiative,"When it comes to sustainability, Henkel’s corporate vision provides the roadmap. But in many ways, the operations sites are where the rubber hits the road.",https://www.csrwire.com/press_releases/793571-waste-not-henkel-north-america-operations-sites-embrace-zero-production-waste,01-26-24
KaShala Smith Brews a Successful Business with Empower by GoDaddy  ,"KaShala’s entrepreneurial spark ignited during her time in the U.S. Army. Inspired by friends launching their businesses, she found the courage to transform the tea concept into a tangible business. ",https://www.csrwire.com/press_releases/793566-kashala-smith-brews-successful-business-empower-godaddy,01-26-24
Empowering Yvonne With Psychological First Aid Training,"Yvonne Groenhout, an intensive-care unit (ICU) nurse for over 26 years and an International Medical Corps first responder, is just one of the thousands of people who have completed and employed the Principles of Psychological First Aid training in their work.",https://www.csrwire.com/press_releases/793561-empowering-yvonne-psychological-first-aid-training,01-26-24
10 Executive Predictions on How AI Will Shape Technology in 2024,"In this article, Keysight’s executives weigh in with their predictions about how AI’s influence will strengthen and impact technologies across industries as we come into 2024.",https://www.csrwire.com/press_releases/793556-10-executive-predictions-how-ai-will-shape-technology-2024,01-26-24
Unleashing the Power of AI: University of Illinois and IBM Join Forces To Anticipate Flash Floods,"Among the projects its working on, IBM partnered with the University of Illinois to develop a foundational model capable of anticipating heavy rainfall and flash floods in the Appalachian Mountains.",https://www.csrwire.com/press_releases/793551-unleashing-power-ai-university-illinois-and-ibm-join-forces-anticipate-flash,01-26-24
